code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600647,2019-10-26,2019-09-30,0.072610,1.307416,0.088764,20161149.200000,-0.021523,,139143550.00,139143550.00
sh.600648,2019-10-30,2019-09-30,0.070997,0.115803,0.294953,787915403.150000,0.799285,,1135349124.00,934791624.00
sh.600649,2019-10-31,2019-09-30,0.025884,0.249965,0.223926,524669097.930000,0.254672,,2529575634.00,2420792222.00
sh.600650,2019-10-31,2019-09-30,0.063720,0.139173,0.163618,249809462.530000,0.485797,,551610107.00,390560075.00
sh.600651,2019-10-31,2019-09-30,,-0.339575,0.310497,-743318465.650000,-3.171589,,985220002.00,985220002.00
sh.600652,2019-10-31,2019-09-30,-0.009008,-0.775309,0.617946,-11277686.300000,-1.106337,,832703498.00,832703498.00
sh.600653,2019-10-31,2019-09-30,-0.011273,0.003438,0.075084,18393924.460000,0.217922,,1946380317.00,1946380317.00
sh.600654,2019-10-31,2019-09-30,-4.897300,-0.150648,0.184745,-290612043.080000,-1.684275,,1283020992.00,755043154.00
sh.600655,2019-10-29,2019-09-30,0.042550,0.060158,0.237637,1629219135.860000,0.804731,,3881063864.00,1601598944.00
sh.600657,2019-10-30,2019-09-30,0.030639,0.078800,0.286314,686005250.830000,0.658342,,2851878595.00,1524260442.00
sh.600658,2019-10-31,2019-09-30,0.021637,0.138020,0.266574,131988861.430000,0.218895,,1118585045.00,1118585045.00
sh.600660,2019-10-31,2019-09-30,0.114236,0.150070,0.374288,2346142268.000000,1.277567,,2508617532.00,2002986332.00
sh.600661,2019-10-31,2019-09-30,0.087887,0.044380,0.425676,78999512.500000,-0.908336,,286548830.00,259076526.00
sh.600662,2019-10-31,2019-09-30,0.046190,0.057049,0.117019,161581550.510000,0.168217,,1053362191.00,1053362191.00
sh.600663,2019-10-31,2019-09-30,0.151052,0.315944,0.591843,3311346939.750000,0.916117,,4034197440.00,2933461440.00
sh.600664,2019-10-26,2019-09-30,0.000769,0.006902,0.231407,58420254.850000,0.042595,,2523392176.00,2506955076.00
sh.600665,2019-10-31,2019-09-30,0.071211,0.098010,0.247566,242135975.600000,0.362643,,864122521.00,864122521.00
sh.600666,2019-10-25,2019-09-30,-0.039397,-0.042784,0.211376,-26081630.460000,-1.436340,,1227326240.00,803655532.00
sh.600667,2019-10-30,2019-09-30,0.069075,0.042200,0.117515,526170242.930000,0.312218,,2106190178.00,1191274272.00
sh.600668,2019-10-31,2019-09-30,0.180652,0.263905,0.409891,677707001.870000,2.077662,,344083828.00,344083828.00
sh.600671,2019-10-30,2019-09-30,0.028385,0.018378,0.509881,4022938.320000,-0.121357,,121778885.00,121720533.00
sh.600673,2019-10-30,2019-09-30,0.116921,0.132625,0.462917,1406928491.110000,0.348172,,3013897259.00,2457416177.00
sh.600674,2019-10-26,2019-09-30,0.103212,4.610299,0.516134,2664147145.930000,0.779029,,4402140480.00,4402140480.00
sh.600675,2019-10-30,2019-09-30,0.131281,0.230505,0.545882,2409531409.480000,0.598043,,6096135252.00,2240471278.00
sh.600676,2019-10-28,2019-09-30,0.017354,0.017982,0.077200,112331130.830000,0.210826,,1028492944.00,962045335.00
sh.600677,2019-10-31,2019-09-30,-0.076970,-0.182272,0.153745,-491050391.140000,-0.319233,,521791700.00,453824669.00
sh.600678,2019-10-31,2019-09-30,0.335508,0.124218,0.285383,28826272.180000,0.084703,,348990000.00,348990000.00
sh.600679,2019-10-26,2019-09-30,0.017502,0.048813,0.178905,33504244.990000,0.042932,,402198947.00,230598947.00
sh.600680,2019-10-28,2019-09-30,-0.925659,-0.696112,0.288501,-107133754.620000,-0.508740,,382225337.00,257425337.00
sh.600681,2019-10-30,2019-09-30,0.146710,0.182897,0.300998,665274731.100000,0.654075,,1442740310.00,1374101057.00
sh.600682,2019-10-31,2019-09-30,0.095279,0.205064,0.495135,1469342892.290000,0.934766,,1346132221.00,1002156751.00
sh.600683,2019-10-29,2019-09-30,-0.009504,0.124904,0.472764,162538143.880000,0.340674,,740777597.00,740777597.00
sh.600684,2019-10-24,2019-09-30,0.014897,0.054757,0.313073,114044270.600000,-0.007874,,853460723.00,853460723.00
sh.600685,2019-10-31,2019-09-30,-0.007902,-0.001025,0.030355,-13137951.820000,-0.890265,,1413506378.00,821435181.00
sh.600686,2019-10-31,2019-09-30,0.019215,0.007951,0.120238,92474852.810000,0.248968,,606738511.00,606738511.00
sh.600687,2019-10-31,2019-09-30,-0.070870,-0.362682,0.147345,-336226846.790000,-1.038199,,1488715304.00,1488715304.00
sh.600688,2019-10-24,2019-09-30,0.056015,0.022721,0.166489,1712502000.000000,0.211469,,10823813500.00,7328813500.00
sh.600689,2019-10-31,2019-09-30,0.026779,0.013392,0.068303,13048311.410000,0.103506,,200991343.00,152204143.00
sh.600690,2019-10-31,2019-09-30,0.184446,0.075675,0.290888,11267680902.530000,1.421389,,6368482759.00,6097468786.00
sh.600691,2019-10-30,2019-09-30,-0.029191,-0.015511,0.117128,-214153598.020000,-0.097879,,2375981952.00,1756390906.00
sh.600692,2019-10-25,2019-09-30,0.023516,0.045529,0.181808,26523357.390000,0.074324,,351764064.00,255010517.00
sh.600693,2019-10-29,2019-09-30,0.101905,0.084265,0.198246,232003775.770000,0.515339,,898229148.00,897247594.00
sh.600694,2019-10-25,2019-09-30,0.098450,0.054043,0.265310,905167122.330000,3.538020,,293718653.00,293718653.00
sh.600695,2019-10-30,2019-09-30,0.064356,1.214704,0.854849,44147324.240000,0.147230,,711132100.00,366467152.00
sh.600696,2019-10-31,2019-09-30,0.046893,0.134928,0.319968,13227480.040000,0.032367,,334469431.00,334469431.00
sh.600697,2019-10-26,2019-09-30,0.063189,0.036485,0.233461,454328243.410000,1.636678,,159088075.00,155156015.00
sh.600698,2019-10-25,2019-09-30,0.002380,0.003448,0.180190,1163850.690000,-0.087945,,971817440.00,737113859.00
sh.600699,2019-10-29,2019-09-30,0.054993,0.026160,0.170037,1198305612.700000,0.740350,,1300221304.00,1300221304.00
sh.600701,2019-10-29,2019-09-30,,-0.905430,0.445514,-531080612.160000,-3.669753,,1034735218.00,775878533.00
sh.600702,2019-10-26,2019-09-30,0.113517,0.177292,0.755701,326826516.510000,1.101727,,337300000.00,329519000.00
sh.600703,2019-10-29,2019-09-30,0.053787,0.216128,0.323788,1152433239.280000,0.340568,,4078424928.00,4078424928.00
sh.600704,2019-10-30,2019-09-30,0.096797,0.012944,0.026830,3264235869.540000,0.683544,,4306682417.00,4306682417.00
sh.600705,2019-10-31,2019-09-30,0.074425,0.468499,0.458184,3461080575.480000,0.341768,,8976325766.00,8976325766.00
sh.600706,2019-10-26,2019-09-30,0.095663,0.103923,0.311969,102735307.540000,0.302758,,215411610.00,213490410.00
sh.600707,2019-10-30,2019-09-30,-0.034898,-0.171127,-0.162604,-699276700.910000,-0.103804,,3588389732.00,1287966470.00
sh.600708,2019-10-29,2019-09-30,0.043314,0.085893,0.271832,732081033.340000,0.439441,,2228636743.00,2225277771.00
sh.600710,2019-10-25,2019-09-30,0.090126,0.018063,0.058837,1147918467.240000,0.395877,,1306749434.00,640284000.00
sh.600711,2019-10-30,2019-09-30,0.020948,0.008047,0.035152,187555504.530000,0.069024,,2308034195.00,1519844138.00
sh.600712,2019-10-29,2019-09-30,0.005882,0.004448,0.190252,6006632.170000,-0.002345,,544655360.00,538279731.00
sh.600713,2019-10-31,2019-09-30,0.077875,0.013031,0.064963,360848954.170000,0.345304,,1041611244.00,897425598.00
sh.600714,2019-10-23,2019-09-30,0.002113,0.010597,0.139089,1322202.270000,0.029417,,288176273.00,288176273.00
sh.600715,2019-10-30,2019-09-30,0.007015,0.023497,0.317268,34228512.340000,-0.359593,,1854853500.00,1284199600.00
sh.600716,2019-10-30,2019-09-30,0.008042,0.041304,0.174270,40889388.370000,0.679508,,936060590.00,936060590.00
sh.600717,2019-10-31,2019-09-30,0.041647,0.096752,0.208065,979736639.850000,0.311976,,2009722944.00,2009722944.00
sh.600718,2019-10-31,2019-09-30,0.004097,-0.029662,0.325710,-136964925.000000,0.017334,,1242370295.00,1242370295.00
sh.600719,2019-10-26,2019-09-30,-0.032120,-0.046002,0.152883,-22992801.590000,0.033730,,404599600.00,404599600.00
sh.600720,2019-10-22,2019-09-30,0.168439,0.213831,0.371541,1116013071.720000,1.475162,,776290282.00,776162687.00
sh.600721,2019-10-25,2019-09-30,0.052871,0.244584,0.546634,49490847.520000,-2.068294,,400386394.00,305153693.00
sh.600722,2019-10-16,2019-09-30,0.024914,0.063507,0.082291,44523278.310000,0.064496,,680319676.00,680319676.00
sh.600723,2019-10-31,2019-09-30,0.073024,0.051474,0.241967,374980023.120000,0.591815,,658407554.00,658069554.00
sh.600724,2019-10-26,2019-09-30,0.147356,0.229120,0.354155,522608746.270000,0.574614,,1445241071.00,1444942664.00
sh.600725,2019-10-25,2019-09-30,0.037514,0.014467,0.023060,11028939.760000,0.006801,,1232470000.00,1232470000.00
sh.600726,2019-10-30,2019-09-30,-0.143801,-0.032402,0.069109,-238591853.350000,-0.229164,,1966675153.00,1534675151.00
sh.600727,2019-10-30,2019-09-30,0.107500,0.218010,0.330829,201127475.790000,0.429873,,350986607.00,350926607.00
sh.600728,2019-10-18,2019-09-30,0.140746,0.246536,0.121422,596254081.080000,0.449004,,1645169092.00,1637040592.00
sh.600729,2019-10-19,2019-09-30,0.153768,0.036243,0.181882,926872269.550000,2.378573,,406528465.00,406426465.00
sh.600730,2019-10-28,2019-09-30,-0.000907,0.062056,0.832617,4861289.450000,-0.005720,,586656002.00,586656002.00
sh.600731,2019-10-29,2019-09-30,0.070213,0.048459,0.272552,74699425.680000,0.332339,,355222698.00,326653117.00
sh.600732,2019-10-30,2019-09-30,0.405662,0.118963,0.215318,497973553.660000,0.141198,,1829888230.00,446383080.00
sh.600733,2019-10-30,2019-09-30,-0.016207,-0.015854,0.050356,-277181484.770000,-0.070718,,3493659337.00,1686342519.00
sh.600734,2019-10-31,2019-09-30,-0.113164,-0.134693,0.038963,-278894068.470000,-1.077355,,622372316.00,519192602.00
sh.600735,2019-10-31,2019-09-30,0.075202,0.094187,0.248529,101397258.580000,0.231666,,375992296.00,375992296.00
sh.600736,2019-10-29,2019-09-30,0.033279,0.083347,0.333994,553158297.430000,0.409138,,1151292907.00,1151292907.00
sh.600737,2019-10-30,2019-09-30,0.077014,0.050795,0.141700,626070468.130000,0.137846,,2138848228.00,2051876155.00
sh.600738,2019-10-31,2019-09-30,0.083809,0.148645,0.295108,202869167.130000,0.683163,,783095436.00,421258353.00
sh.600739,2019-10-31,2019-09-30,0.050159,0.084656,0.141169,1167266181.130000,0.726328,,1529709816.00,1529709816.00
sh.600740,2019-10-29,2019-09-30,0.090816,0.164847,-0.025686,865419209.420000,0.754968,,1516048020.00,656832758.00
sh.600741,2019-10-30,2019-09-30,0.105414,0.060438,0.145363,6382083804.420000,2.090246,,3152723984.00,3152723984.00
sh.600742,2019-10-25,2019-09-30,0.073010,0.048445,0.081480,466103946.260000,0.912295,,507656160.00,507656160.00
sh.600743,2019-10-30,2019-09-30,0.038102,0.086569,0.336338,273433800.600000,0.322713,,2346100874.00,2346100874.00
sh.600744,2019-10-30,2019-09-30,-0.030324,-0.015828,0.080252,-94486102.360000,-0.017110,,1781124274.00,827634402.00
sh.600745,2019-10-31,2019-09-30,0.137677,0.023679,0.079910,517952258.240000,1.194016,,637266387.00,637266387.00
sh.600746,2019-10-30,2019-09-30,-0.014461,-0.027268,0.022333,-7030373.170000,-0.007117,,306421452.00,304660915.00
sh.600747,2019-10-31,2019-09-30,-0.025311,-0.039567,0.038410,-10619187.990000,-1.074561,,1464328399.00,1064328399.00
sh.600748,2019-10-30,2019-09-30,0.042573,0.102383,0.271059,557832849.920000,0.436125,,1844562892.00,1844562892.00
sh.600749,2019-10-25,2019-09-30,0.023381,0.164762,0.544658,25730650.460000,0.111670,,226965517.00,226965517.00
sh.600750,2019-10-25,2019-09-30,0.112752,0.230440,0.673153,392579746.660000,0.949078,,525000000.00,525000000.00
sh.600751,2019-10-31,2019-09-30,0.020360,0.001693,0.070539,409891000.000000,0.100875,,2899337783.00,2573189052.00
sh.600753,2019-10-30,2019-09-30,0.073180,0.014181,0.029222,16253451.250000,0.226117,,128000000.00,128000000.00
sh.600754,2019-10-31,2019-09-30,0.068129,0.090112,0.897340,1016652597.720000,1.131371,,957936440.00,801936440.00
sh.600755,2019-10-30,2019-09-30,0.079151,0.012612,0.027079,2055196898.700000,1.218387,,1816287379.00,1816287379.00
sh.600756,2019-10-31,2019-09-30,-0.023975,-0.074543,0.486885,-57395048.080000,0.482389,,324098753.00,324098753.00
sh.600757,2019-10-29,2019-09-30,0.092840,0.115486,0.268933,643906563.280000,0.610121,,1213650273.00,1213497103.00
sh.600758,2019-10-30,2019-09-30,0.001907,0.002115,0.147401,10119379.260000,0.090148,,1322017394.00,785694505.00
sh.600759,2019-10-31,2019-09-30,0.007786,0.026741,0.677141,53355095.210000,-0.003218,,2263507518.00,2258184018.00
sh.600760,2019-10-30,2019-09-30,0.075759,0.039187,0.088099,622691678.160000,0.750394,,1400389285.00,398522095.00
sh.600761,2019-10-29,2019-09-30,0.103135,0.076110,0.213595,569626918.810000,0.813234,,740180802.00,740180802.00
sh.600763,2019-10-30,2019-09-30,0.262422,0.314157,0.479297,446330446.230000,1.423305,,320640000.00,320640000.00
sh.600764,2019-10-30,2019-09-30,0.021185,0.132822,0.431009,22797690.160000,0.164981,,394806243.00,328765729.00
sh.600765,2019-10-30,2019-09-30,0.045034,0.053784,0.265516,238761425.700000,0.421071,,778003200.00,778003200.00
sh.600766,2019-10-30,2019-09-30,0.009583,0.003730,0.166328,92296.800000,-0.011128,,224226822.00,223932072.00
sh.600767,2019-10-31,2019-09-30,-0.103129,-0.406239,0.074975,-37296407.940000,0.031453,,341010182.00,340910182.00
sh.600768,2019-10-29,2019-09-30,0.676648,0.261589,0.029585,113191783.630000,0.667808,,133747200.00,133747200.00
sh.600769,2019-10-28,2019-09-30,0.060306,0.166886,0.322017,3256047.440000,0.012882,,374977200.00,374977200.00
sh.600770,2019-10-30,2019-09-30,0.004659,0.083177,0.281952,29982961.340000,-0.011704,,1300000000.00,1300000000.00
sh.600771,2019-10-26,2019-09-30,0.073679,0.214594,0.781715,183297151.390000,0.654340,,491999697.00,422794678.00
sh.600773,2019-10-29,2019-09-30,0.021434,0.073378,0.420203,68842922.550000,0.128445,,819660744.00,746104694.00
sh.600774,2019-10-26,2019-09-30,0.045102,0.044584,0.338294,35636673.910000,0.158482,,226948002.00,226757731.00
sh.600775,2019-10-31,2019-09-30,0.013698,0.029365,0.138345,94054535.690000,0.140140,,913838529.00,671838529.00
sh.600776,2019-10-29,2019-09-30,0.017563,0.030253,0.137988,54539151.910000,0.083199,,1256000064.00,956000064.00
sh.600777,2019-10-29,2019-09-30,0.064304,0.228462,0.489250,1000598480.110000,0.139771,,6800495825.00,4051236570.00
sh.600778,2019-10-24,2019-09-30,0.159068,0.036293,0.255798,137396318.700000,0.277387,,311491352.00,311086712.00
sh.600779,2019-10-26,2019-09-30,0.337545,0.241159,0.825018,639197076.450000,1.547219,,488545698.00,488303498.00
sh.600780,2019-10-30,2019-09-30,0.044951,0.047141,0.132644,232529998.030000,0.257246,,1146502523.00,1146502523.00
sh.600781,2019-10-31,2019-09-30,0.095732,0.141647,0.449112,543004346.740000,1.112043,,627157512.00,374263222.00
sh.600782,2019-10-30,2019-09-30,0.132455,0.064301,0.095685,2657186227.070000,1.443731,,3188722696.00,3188722696.00
sh.600783,2019-10-31,2019-09-30,0.019409,0.445194,0.294372,69706243.300000,0.052805,,744359294.00,744359294.00
sh.600784,2019-10-26,2019-09-30,0.014270,0.015609,0.227267,22230032.840000,0.034161,,568177846.00,568177846.00
sh.600785,2019-10-19,2019-09-30,0.077150,0.026716,0.221900,152363018.850000,0.636404,,225631280.00,225631280.00
sh.600787,2019-10-31,2019-09-30,0.023761,0.006791,0.027959,225757829.520000,0.303612,,2199801033.00,2199801033.00
sh.600789,2019-10-31,2019-09-30,0.034254,0.039223,0.282078,107135453.520000,0.135201,,880229735.00,852121628.00
sh.600790,2019-10-29,2019-09-30,0.047627,0.366612,0.604378,271218495.350000,0.316019,,1465790928.00,1465790928.00
sh.600791,2019-10-30,2019-09-30,0.014903,0.054390,0.248915,44106756.790000,-0.081021,,452880000.00,452313696.00
sh.600792,2019-10-29,2019-09-30,0.065856,0.050902,0.134966,215636009.540000,0.322260,,989923600.00,989923600.00
sh.600793,2019-10-31,2019-09-30,0.017541,0.008189,0.090478,8913399.710000,-0.212080,,126360000.00,105300000.00
sh.600794,2019-10-23,2019-09-30,0.095235,0.113349,0.165051,192424506.760000,0.153770,,1212152157.00,1212152157.00
sh.600795,2019-10-31,2019-09-30,0.057783,0.071672,0.208597,6142272972.310000,0.073626,,19650397845.00,19650397845.00
sh.600796,2019-10-30,2019-09-30,-0.018519,-0.019717,0.115211,-5667023.120000,-0.121189,,301402144.00,301402144.00
sh.600797,2019-10-29,2019-09-30,0.032851,0.066883,0.297868,160978513.090000,0.158395,,1046635611.00,1023798659.00
sh.600798,2019-10-30,2019-09-30,0.051978,0.176705,0.276542,299632507.790000,0.204249,,1206534201.00,1030850948.00
sh.600800,2019-10-29,2019-09-30,-0.377057,-0.742951,0.128902,-52203540.980000,0.103514,,611271047.00,610956047.00
sh.600801,2019-10-25,2019-09-30,0.265288,0.238990,0.412463,5370580099.000000,3.154611,,2096599855.00,1361879855.00
sh.600802,2019-10-29,2019-09-30,0.255254,0.152629,0.269291,301441129.400000,0.715956,,381873666.00,381873666.00
sh.600803,2019-10-26,2019-09-30,0.120562,0.109482,0.188394,1066016013.770000,1.108048,,1229355783.00,1229355783.00
sh.600804,2019-10-30,2019-09-30,0.006691,0.008563,0.445104,39121151.200000,0.059587,,1432394299.00,1432357859.00
sh.600805,2019-10-18,2019-09-30,0.015134,0.013349,0.141691,25566354.900000,0.030157,,850894494.00,850275368.00
sh.600806,2019-10-31,2019-09-30,,-0.093512,11.445824,-35399589.390000,-0.264958,,531081103.00,390186291.00
sh.600807,2019-10-26,2019-09-30,0.010562,0.017359,0.204339,14343761.670000,1.189594,,884634731.00,787018464.00
sh.600808,2019-10-31,2019-09-30,0.052831,0.032741,0.087322,1885266250.000000,0.236908,,7700681186.00,5967751186.00
sh.600809,2019-10-26,2019-09-30,0.251859,0.198536,0.691890,1811945506.660000,2.169695,,871528266.00,865848266.00
sh.600810,2019-10-31,2019-09-30,0.117390,0.046944,0.094362,459159204.550000,0.808918,,574964000.00,574964000.00
sh.600811,2019-10-31,2019-09-30,0.022798,0.041184,0.022182,385134535.530000,0.095889,,3714576124.00,3714576124.00
sh.600812,2019-10-18,2019-09-30,0.016734,0.010841,0.410380,87012035.280000,0.101327,,1630804729.00,1630804729.00
sh.600814,2019-10-26,2019-09-30,0.058182,0.057589,0.209651,260114063.860000,0.222130,,715026758.00,715026758.00
sh.600815,2019-10-29,2019-09-30,,-0.341569,0.121507,-510892056.600000,-1.218051,,958969989.00,958969989.00
sh.600816,2019-10-31,2019-09-30,-0.028583,-0.654554,,-346182427.150000,-0.402659,,5469137919.00,4672509147.00
sh.600817,2019-10-31,2019-09-30,0.001090,0.053804,0.324563,1658263.750000,0.036389,,160910082.00,155679074.00
sh.600818,2019-10-30,2019-09-30,-0.039163,-0.071941,0.127924,-32631701.490000,-0.102381,,321447910.00,237957910.00
sh.600819,2019-10-30,2019-09-30,0.043238,0.042763,0.197560,141398228.900000,0.146539,,934916069.00,747416067.00
sh.600820,2019-10-29,2019-09-30,0.066350,0.050721,0.116997,1406582492.660000,0.664142,,3144096094.00,3144096094.00
sh.600821,2019-10-31,2019-09-30,-0.794846,-3.464809,0.245149,-136183629.310000,-0.725077,,416268225.00,416268225.00
sh.600822,2019-10-31,2019-09-30,0.076915,0.010482,0.054357,56042270.050000,0.104075,,495972914.00,396147908.00
sh.600823,2019-10-30,2019-09-30,0.064504,0.168618,0.324575,2541231253.430000,0.658182,,3751168261.00,3751168261.00
sh.600824,2019-10-29,2019-09-30,0.042641,0.085190,0.408688,98726513.140000,0.083127,,1054027073.00,1054027073.00
sh.600825,2019-10-31,2019-09-30,0.008969,0.025062,0.344811,22918712.530000,0.026909,,1044887850.00,1044887850.00
sh.600826,2019-10-26,2019-09-30,0.051492,0.066890,0.052241,170567083.290000,0.366254,,420642288.00,420642288.00
sh.600827,2019-10-31,2019-09-30,0.042039,0.023965,0.212475,895246150.700000,0.498054,,1784168117.00,1604449920.00
sh.600828,2019-10-30,2019-09-30,0.144678,0.108654,0.306704,941151128.670000,0.755168,,1731982546.00,655131907.00
sh.600829,2019-10-19,2019-09-30,0.124299,0.033891,0.122651,209372030.300000,0.457347,,579888597.00,579888597.00
sh.600830,2019-10-30,2019-09-30,0.010321,0.148726,0.220311,32353931.270000,0.049627,,454322747.00,454322747.00
sh.600831,2019-10-31,2019-09-30,0.024810,0.040025,0.298837,78403493.330000,0.103825,,708840906.00,708840906.00
sh.600833,2019-10-31,2019-09-30,0.055833,0.041533,0.199457,38183322.580000,0.251754,,223086347.00,223086347.00
sh.600834,2019-10-31,2019-09-30,0.034304,0.122797,0.097142,51496222.200000,0.119283,,477381905.00,477381905.00
sh.600835,2019-10-29,2019-09-30,0.078231,0.083031,0.165420,1379553647.650000,1.072883,,1022739308.00,806504300.00
sh.600836,2019-10-26,2019-09-30,-0.062402,-0.075775,0.183450,-60906385.270000,-0.104356,,662753072.00,662753072.00
sh.600837,2019-10-31,2019-09-30,0.061064,0.321099,,8074809386.860000,0.783279,,11501700000.00,8092131180.00
sh.600838,2019-10-30,2019-09-30,0.057942,1.532746,0.603512,72574764.430000,0.248331,,400881981.00,400881981.00
sh.600839,2019-10-29,2019-09-30,0.002962,0.005323,0.119436,331125260.310000,0.033935,,4616244222.00,4614322151.00
sh.600841,2019-10-26,2019-09-30,0.024447,0.031996,0.170509,90954540.360000,0.127166,,866689830.00,521892530.00
sh.600843,2019-10-31,2019-09-30,0.035693,0.036677,0.251915,88136011.290000,0.158529,,548589600.00,304645850.00
sh.600844,2019-10-31,2019-09-30,-0.111688,-0.430673,-0.046585,-288932020.100000,-0.221902,,1016524240.00,822730634.00
sh.600845,2019-10-25,2019-09-30,0.090646,0.141087,0.298929,637623304.870000,0.692641,,1140500252.00,833078779.00
sh.600846,2019-10-31,2019-09-30,0.134553,0.126709,0.304997,524225276.740000,0.763203,,624761516.00,624761516.00
sh.600847,2019-10-31,2019-09-30,0.000846,0.001452,0.127789,576921.820000,-0.991768,,153287400.00,153287400.00
sh.600848,2019-10-29,2019-09-30,0.154574,0.398955,0.682880,1300375243.280000,0.336145,,1903292332.00,788026585.00
sh.600850,2019-10-19,2019-09-30,0.107768,0.050495,0.160327,262018053.980000,0.730834,,426479544.00,426479544.00
sh.600851,2019-10-28,2019-09-30,0.026508,0.127885,0.404500,111230747.260000,0.105547,,1207056692.00,738206110.00
sh.600853,2019-10-31,2019-09-30,0.064319,0.014915,0.088332,97089059.150000,0.194076,,837417955.00,697849955.00
sh.600854,2019-10-31,2019-09-30,0.021642,0.292145,0.377511,44675616.000000,-0.037837,,519458538.00,519458538.00
sh.600855,2019-10-29,2019-09-30,-0.008995,0.008456,0.206694,9947949.240000,0.157323,,352031272.00,340931629.00
sh.600856,2019-10-28,2019-09-30,-0.078973,-0.438110,0.099865,-472159634.850000,-0.940837,,1366654379.00,1343422057.00
sh.600857,2019-10-29,2019-09-30,0.120415,0.058912,0.126774,41743703.290000,0.211006,,224319919.00,224319919.00
sh.600858,2019-10-29,2019-09-30,0.015686,0.003394,0.204021,31267383.050000,0.111996,,520066589.00,517548029.00
sh.600859,2019-10-30,2019-09-30,0.076722,0.043559,0.211131,845102904.500000,1.365245,,776250350.00,568777123.00
sh.600860,2019-10-31,2019-09-30,-0.146850,-0.091486,0.098454,-81179643.460000,-0.269304,,422000000.00,322000000.00
sh.600861,2019-10-31,2019-09-30,0.004467,0.009408,0.302616,14123441.090000,0.064555,,316804949.00,316804949.00
sh.600862,2019-10-29,2019-09-30,0.087052,0.170216,0.308603,364364384.530000,0.294384,,1393049107.00,1393049107.00
sh.600863,2019-10-29,2019-09-30,0.074753,0.113353,0.202052,1187083561.800000,0.216132,,5808474347.00,5808474347.00
sh.600864,2019-10-24,2019-09-30,0.045687,0.731401,0.198135,581982036.510000,0.332858,,2080570520.00,2080570520.00
sh.600865,2019-10-30,2019-09-30,0.069962,0.217078,0.268410,125618135.370000,0.379290,,376240316.00,376240316.00
sh.600866,2019-10-22,2019-09-30,0.099552,0.144318,0.348492,121904059.270000,0.178911,,739019166.00,645393465.00
sh.600867,2019-10-23,2019-09-30,0.141445,0.333515,0.747544,686108687.040000,0.412550,,2033988517.00,2033988517.00
sh.600868,2019-10-29,2019-09-30,0.023089,0.224071,0.424742,55911895.710000,0.029994,,1898148679.00,1898148679.00
sh.600869,2019-10-28,2019-09-30,0.064128,0.028649,0.170789,336294379.330000,0.079084,,2219352746.00,2219352746.00
sh.600870,2019-10-31,2019-09-30,-0.084995,-0.100934,0.241651,-1286457.920000,0.023282,,523199665.00,523199665.00
sh.600871,2019-10-29,2019-09-30,0.113882,0.015193,0.082969,723193000.000000,0.022401,,18984340033.00,12042660995.00
sh.600872,2019-10-31,2019-09-30,0.147828,0.170068,0.391985,600439354.980000,0.837607,,796637194.00,796637194.00
sh.600873,2019-10-25,2019-09-30,0.095027,0.080330,0.234323,867761611.620000,0.363103,,3104289638.00,3080746328.00
sh.600874,2019-10-26,2019-09-30,0.065304,0.212735,0.327045,412852000.000000,0.330489,,1427228430.00,1087228430.00
sh.600875,2019-10-30,2019-09-30,0.035772,0.050052,0.219296,1110363154.110000,0.405177,,3090803431.00,1996900368.00
sh.600876,2019-10-18,2019-09-30,0.036581,0.040917,0.217354,54146413.890000,0.106467,,559797391.00,279796151.00
sh.600877,2019-10-31,2019-09-30,-0.721434,-0.154738,0.354717,-12627397.300000,-0.282952,,822161695.00,687282040.00
sh.600879,2019-10-30,2019-09-30,0.029077,0.040666,0.183320,377437444.560000,0.171015,,2719271284.00,2413332546.00
sh.600880,2019-10-30,2019-09-30,0.021118,0.231384,0.451005,62184452.020000,-0.736396,,1093332092.00,1093030175.00
sh.600881,2019-10-30,2019-09-30,0.005730,0.001724,0.302984,19765041.490000,-0.067532,,3248913588.00,3223381674.00
sh.600882,2019-10-29,2019-09-30,0.011744,0.010168,0.291444,14497033.330000,0.073023,,409357045.00,406006045.00
sh.600883,2019-10-31,2019-09-30,0.011002,0.360173,-0.062675,7253059.400000,0.030705,,236088000.00,236088000.00
sh.600884,2019-10-29,2019-09-30,0.025893,0.059183,0.218148,385552163.670000,0.310689,,1122764986.00,1122764986.00
sh.600885,2019-10-31,2019-09-30,0.120728,0.147378,0.392458,758683179.140000,0.894583,,744761552.00,744761552.00
sh.600886,2019-10-31,2019-09-30,0.111424,0.246661,0.432532,7953832843.480000,0.751756,,6786023347.00,6786023347.00
sh.600887,2019-10-31,2019-09-30,0.215455,0.082439,0.376877,5648477049.170000,1.151792,,6097125108.00,6058791662.00
sh.600888,2019-10-23,2019-09-30,0.032177,0.037280,0.137430,129736441.030000,0.156417,,1035838240.00,840475734.00
sh.600889,2019-10-26,2019-09-30,-0.016099,-0.045923,0.099192,-23479104.390000,0.181750,,366346010.00,338044124.00
sh.600890,2019-10-30,2019-09-30,-0.090172,-56.014661,-8.264940,-21732886.250000,-0.052866,,579194925.00,579194925.00
sh.600891,2019-10-31,2019-09-30,,-0.556731,0.373485,-141003484.740000,-7.007593,,617585803.00,384242051.00
sh.600892,2019-10-30,2019-09-30,0.005998,0.072031,0.937439,10147669.250000,-2.022517,,559464188.00,540359536.00
