code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600073,2019-10-26,2019-09-30,0.085596,0.027623,0.134701,489480025.290000,0.364636,,937729472.00,937729472.00
sh.600074,2019-10-30,2019-09-30,,-2.932612,0.373505,-310717902.350000,-0.670406,,2437886049.00,1026053132.00
sh.600075,2019-10-29,2019-09-30,0.011422,0.014184,0.228843,46766054.460000,0.239893,,972522352.00,972522352.00
sh.600076,2019-10-30,2019-09-30,0.088767,0.223216,0.379771,345397167.720000,0.437927,,1034264129.00,1034264129.00
sh.600077,2019-10-25,2019-09-30,-0.016931,-0.056063,0.465697,-69013351.220000,0.127978,,1340122326.00,1340122326.00
sh.600078,2019-10-31,2019-09-30,0.034411,0.043635,0.187827,104478668.740000,0.079475,,662572861.00,662572861.00
sh.600079,2019-10-31,2019-09-30,0.070671,0.067706,0.392865,1090318151.170000,-1.669920,,1353704302.00,1286049062.00
sh.600080,2019-10-18,2019-09-30,0.023236,0.076502,0.718656,41706511.440000,0.120376,,373270285.00,305295872.00
sh.600081,2019-10-31,2019-09-30,0.079760,0.047066,0.165270,220952169.050000,0.363992,,313560000.00,313560000.00
sh.600082,2019-10-30,2019-09-30,0.010016,0.034594,0.269243,17072057.180000,0.047443,,646115826.00,634125982.00
sh.600083,2019-10-30,2019-09-30,0.891975,0.087683,0.071966,14383249.490000,-0.202086,,230000000.00,227993326.00
sh.600084,2019-10-26,2019-09-30,0.000640,0.010853,0.502016,1791646.130000,-0.064056,,1123726830.00,1123726830.00
sh.600085,2019-10-31,2019-09-30,0.089231,0.139375,0.489950,1388019701.640000,0.827323,,1371470262.00,1371470262.00
sh.600086,2019-10-29,2019-09-30,-0.322839,-0.992028,0.005390,-508373260.060000,-1.596899,,1350000000.00,1056845016.00
sh.600088,2019-10-30,2019-09-30,0.063146,0.149729,0.304103,79617330.020000,0.283829,,397706400.00,397706400.00
sh.600089,2019-10-30,2019-09-30,0.049449,0.075495,0.203116,1921202731.860000,0.478396,,3714312789.00,3714312789.00
sh.600090,2019-10-29,2019-09-30,0.065255,0.054010,0.126170,440753943.070000,0.371671,,1439662945.00,1439662945.00
sh.600091,2019-10-30,2019-09-30,0.004658,0.288446,0.040588,4197653.600000,0.031019,,437412524.00,437412524.00
sh.600093,2019-10-31,2019-09-30,0.104006,0.089909,-0.000619,792448833.880000,0.813988,,1122447500.00,1122447500.00
sh.600094,2019-10-25,2019-09-30,0.037294,0.094547,0.330294,700914307.830000,0.386575,,2475325057.00,2276604962.00
sh.600095,2019-10-31,2019-09-30,0.003038,0.027190,0.140666,9688298.150000,0.055893,,361263565.00,361263565.00
sh.600096,2019-10-26,2019-09-30,0.029283,0.004030,0.127095,165564001.160000,0.122073,,1427674938.00,1321379138.00
sh.600097,2019-10-30,2019-09-30,0.060492,0.069143,0.375494,115983938.770000,0.494980,,240936559.00,226273033.00
sh.600098,2019-10-31,2019-09-30,0.042034,0.037166,0.096412,793784326.670000,0.276345,,2726196558.00,2726196558.00
sh.600099,2019-10-26,2019-09-30,0.001627,0.001762,0.094700,770525.330000,0.014654,,219120000.00,219120000.00
sh.600100,2019-10-31,2019-09-30,0.043179,0.051768,0.211681,743447722.620000,-0.878561,,2963898951.00,2963898951.00
sh.600101,2019-10-30,2019-09-30,0.041250,0.078344,0.127114,94815001.740000,0.215113,,421432670.00,421432670.00
sh.600103,2019-10-29,2019-09-30,0.032343,0.064673,0.195715,125838967.630000,0.041668,,2305817807.00,2305817807.00
sh.600104,2019-10-31,2019-09-30,0.086821,0.048610,0.124864,27844749252.740000,2.493218,,11683461365.00,11503432857.00
sh.600105,2019-10-30,2019-09-30,0.006161,0.016790,0.071672,43929475.490000,0.085424,,1245612670.00,1238274820.00
sh.600106,2019-10-29,2019-09-30,0.063795,1.295116,0.886890,230461310.050000,0.198636,,1208204602.00,1208204602.00
sh.600107,2019-10-31,2019-09-30,0.070516,0.129008,0.360053,41087846.440000,0.149609,,360000000.00,360000000.00
sh.600108,2019-10-30,2019-09-30,0.010932,0.033821,0.240351,53344827.840000,0.038274,,1946915121.00,1946915121.00
sh.600109,2019-10-30,2019-09-30,0.044077,0.300665,,873077371.010000,0.389346,,3024359310.00,3024359310.00
sh.600110,2019-10-29,2019-09-30,0.029507,0.026389,0.144664,75298982.910000,0.087308,,1150312097.00,1150312097.00
sh.600111,2019-10-26,2019-09-30,0.049156,0.033455,0.105763,471200759.530000,0.183199,,3633066000.00,3633066000.00
sh.600112,2019-10-31,2019-09-30,-0.062945,-0.445591,0.106738,-73321507.690000,-0.270037,,509204846.00,509204846.00
sh.600113,2019-10-29,2019-09-30,0.108621,0.331407,0.510329,118705012.840000,0.336284,,411431160.00,411431160.00
sh.600114,2019-10-31,2019-09-30,0.032078,0.068432,0.246816,92543919.170000,0.249911,,645545881.00,639175961.00
sh.600115,2019-10-30,2019-09-30,0.070589,0.051188,0.145942,4781000000.000000,0.157880,,16379509203.00,9808485682.00
sh.600116,2019-10-30,2019-09-30,0.058738,0.194496,0.250739,163392646.310000,0.210069,,993005502.00,993005502.00
sh.600117,2019-10-29,2019-09-30,0.075955,0.008212,0.125368,54078534.330000,-1.323722,,1045118252.00,741219252.00
sh.600118,2019-10-25,2019-09-30,0.047881,0.068462,0.148159,300758430.770000,0.349754,,1182489135.00,1182489135.00
sh.600119,2019-10-30,2019-09-30,-0.487303,-0.073585,0.172026,-41663809.870000,-1.424247,,307400000.00,307400000.00
sh.600120,2019-10-31,2019-09-30,0.061257,0.092115,0.085458,755069599.030000,0.661995,,1136704521.00,864661747.00
sh.600121,2019-10-31,2019-09-30,-0.018955,0.022206,0.261456,64688947.320000,-0.063091,,1218412038.00,1218412038.00
sh.600122,2019-10-30,2019-09-30,-0.108655,-0.224790,0.065041,-654977834.440000,-2.006904,,1158258350.00,1158258350.00
sh.600123,2019-10-29,2019-09-30,0.070614,0.106740,0.373439,657651815.650000,0.728386,,1142400000.00,1142400000.00
sh.600125,2019-10-26,2019-09-30,0.067129,0.032111,0.065290,387879123.580000,0.373875,,1305521874.00,1305521874.00
sh.600126,2019-10-30,2019-09-30,0.043369,0.043235,0.074143,842941589.190000,0.341616,,3377189083.00,3377189083.00
sh.600127,2019-10-31,2019-09-30,0.068544,0.016164,0.079224,47804291.860000,0.022359,,641783218.00,641783218.00
sh.600128,2019-10-31,2019-09-30,-0.006109,-0.003387,0.074037,-9339288.950000,-0.155562,,246767500.00,246767500.00
sh.600129,2019-10-23,2019-09-30,0.037193,0.013596,0.419871,122245804.210000,0.085511,,556890744.00,543891070.00
sh.600130,2019-10-31,2019-09-30,0.015782,0.034306,0.087767,13928242.580000,0.015652,,768000000.00,768000000.00
sh.600131,2019-10-25,2019-09-30,0.094374,0.148688,0.161358,118615701.640000,0.223017,,504125155.00,407658931.00
sh.600132,2019-10-24,2019-09-30,0.475724,0.218365,0.417769,660622825.740000,1.267034,,483971198.00,483971198.00
sh.600133,2019-10-31,2019-09-30,0.038128,0.028036,0.155995,186823534.440000,0.419753,,753802489.00,693170825.00
sh.600135,2019-10-24,2019-09-30,0.041899,0.049915,0.208607,81831570.000000,0.078791,,372991735.00,372991735.00
sh.600136,2019-10-31,2019-09-30,0.176140,0.371088,0.367880,502359708.480000,1.437134,,487182186.00,486882186.00
sh.600137,2019-10-31,2019-09-30,0.033696,0.075766,0.200419,16939245.530000,0.250626,,97217588.00,97217588.00
sh.600138,2019-10-30,2019-09-30,0.085896,0.083536,0.243557,797329905.470000,0.822896,,723840000.00,723840000.00
sh.600139,2019-10-31,2019-09-30,-0.095110,-0.175843,0.553548,-20208203.550000,0.000227,,661890508.00,661890508.00
sh.600141,2019-10-26,2019-09-30,0.038763,0.027210,0.130607,393100895.090000,0.341026,,914612010.00,713646993.00
sh.600143,2019-10-29,2019-09-30,0.092298,0.046792,0.156926,953435307.360000,0.336487,,2716784786.00,2560000000.00
sh.600145,2019-10-30,2019-09-30,-0.008405,-0.885863,0.704753,-5764192.380000,-0.025127,,1491100380.00,1491100380.00
sh.600146,2019-10-29,2019-09-30,-0.272530,-0.299728,0.366566,-287963619.120000,-4.400423,,469970000.00,469970000.00
sh.600148,2019-10-25,2019-09-30,0.045430,0.058037,0.271806,39510869.910000,0.220266,,141516450.00,141516450.00
sh.600149,2019-10-31,2019-09-30,-0.021165,0.022932,0.211869,2357621.240000,0.023743,,380160000.00,380160000.00
sh.600150,2019-10-31,2019-09-30,0.006386,0.009283,0.081822,151738217.560000,0.200152,,1378117598.00,1378117598.00
sh.600151,2019-10-31,2019-09-30,-0.020106,-0.025322,0.123287,-123498208.830000,0.112377,,1434252287.00,1434252287.00
sh.600152,2019-10-29,2019-09-30,-0.033742,-0.047215,0.127624,-49072461.010000,-0.201601,,440931640.00,300274190.00
sh.600153,2019-10-31,2019-09-30,0.065725,0.011300,0.046308,2377135033.430000,1.685678,,2835200530.00,2835200530.00
sh.600155,2019-10-30,2019-09-30,0.021645,2.011619,0.871107,332726223.530000,0.129754,,1739556648.00,1128242193.00
sh.600156,2019-10-24,2019-09-30,-0.038621,-0.042017,0.039810,-31336709.730000,0.056107,,402110702.00,402110702.00
sh.600157,2019-10-30,2019-09-30,0.005453,0.014822,0.306686,226521305.190000,0.013346,,12425795326.00,12425795326.00
sh.600158,2019-10-31,2019-09-30,0.019234,0.026968,0.191136,17703174.130000,0.085655,,843735373.00,657495392.00
sh.600159,2019-10-30,2019-09-30,0.005431,0.030460,0.370139,8208721.190000,0.161241,,830003232.00,830003232.00
sh.600160,2019-10-25,2019-09-30,0.069672,0.080541,0.172197,910999805.240000,0.504111,,2745166103.00,2745166103.00
sh.600161,2019-10-25,2019-09-30,0.130305,0.271738,0.491232,684615832.660000,0.554601,,1045366807.00,1045366807.00
sh.600162,2019-10-31,2019-09-30,0.057334,0.088673,0.532435,232528526.530000,0.151839,,3395781424.00,2980254559.00
sh.600163,2019-10-30,2019-09-30,0.046260,0.244764,0.523585,92905749.450000,0.121761,,999465230.00,999465230.00
sh.600165,2019-10-30,2019-09-30,-0.035327,-0.140764,0.043029,-33699328.490000,-0.032769,,684883775.00,684883775.00
sh.600166,2019-10-31,2019-09-30,0.016984,0.006218,0.140314,220328694.110000,-0.246906,,6575192047.00,6575192047.00
sh.600167,2019-10-31,2019-09-30,0.142991,0.483804,0.505258,934180126.740000,0.655995,,2288119475.00,2288119475.00
sh.600168,2019-10-31,2019-09-30,0.049688,0.216943,0.354546,250423077.050000,0.430020,,709569692.00,709569692.00
sh.600169,2019-10-29,2019-09-30,0.004420,0.003198,0.251477,16467291.060000,0.019455,,2563955000.00,2563955000.00
sh.600170,2019-10-30,2019-09-30,0.085726,0.020188,0.095183,3075551074.630000,0.414374,,8904397728.00,8486909929.00
sh.600171,2019-10-26,2019-09-30,0.063706,0.269044,0.285548,172692628.150000,0.248028,,703840714.00,673807773.00
sh.600172,2019-10-29,2019-09-30,0.012922,0.026974,0.249801,61303403.420000,-0.193437,,1451409749.00,1188194169.00
sh.600173,2019-10-29,2019-09-30,0.133478,0.260328,0.468760,327033914.520000,0.841220,,701118244.00,699804244.00
sh.600175,2019-10-30,2019-09-30,-0.021660,-0.102047,0.107299,-280863822.750000,-0.405861,,3576488773.00,3576488773.00
sh.600176,2019-10-23,2019-09-30,0.105541,0.200416,0.399111,1550890798.640000,0.573982,,3502306849.00,3502306849.00
sh.600177,2019-10-31,2019-09-30,0.111601,0.447671,0.596179,3074583630.220000,0.880087,,5014026294.00,5014026294.00
sh.600178,2019-10-26,2019-09-30,0.004313,0.006383,0.122981,8091026.140000,-0.113453,,462080000.00,462080000.00
sh.600179,2019-10-31,2019-09-30,-0.320461,-0.230530,-0.161677,-935868778.600000,-0.642507,,1486979915.00,673639431.00
sh.600180,2019-10-29,2019-09-30,0.061632,0.013984,0.082559,362268142.820000,0.452471,,1016477464.00,1016477464.00
sh.600182,2019-10-31,2019-09-30,0.080259,0.067474,0.188262,154863894.790000,0.263818,,340000000.00,170000000.00
sh.600183,2019-10-30,2019-09-30,0.141610,0.118491,0.268140,1122118094.570000,0.541545,,2276191340.00,2276191340.00
sh.600184,2019-10-30,2019-09-30,0.019726,0.049925,0.179903,46069122.090000,0.116645,,508760826.00,508760826.00
sh.600185,2019-10-15,2019-09-30,0.062261,0.146635,0.284725,503209622.090000,0.303062,,2060226030.00,2060226030.00
sh.600186,2019-10-30,2019-09-30,,0.056469,0.112704,74061005.830000,-0.131438,,1062024311.00,1062024311.00
sh.600187,2019-10-26,2019-09-30,0.007721,0.082078,0.332520,23282847.640000,0.016483,,1653935128.00,1455624228.00
sh.600188,2019-10-26,2019-09-30,0.109547,0.059685,0.137172,8989222000.000000,1.911352,,4912016000.00,2959879500.00
sh.600189,2019-10-24,2019-09-30,0.025018,0.081512,0.399978,93355162.600000,0.113570,,716874877.00,477009588.00
sh.600190,2019-10-30,2019-09-30,0.023643,0.026656,0.115263,152469642.410000,0.137577,,2002291500.00,1779484530.00
sh.600191,2019-10-31,2019-09-30,0.031754,0.816800,0.044417,59007324.940000,0.006682,,484932000.00,484932000.00
sh.600192,2019-10-30,2019-09-30,0.005062,0.011172,0.215757,14439410.480000,0.019107,,441748000.00,441748000.00
sh.600193,2019-10-31,2019-09-30,0.077829,0.067344,0.146940,22345251.050000,0.069361,,425373000.00,425373000.00
sh.600195,2019-10-30,2019-09-30,0.066839,0.102275,0.279997,302207088.320000,0.414799,,842408000.00,842408000.00
sh.600196,2019-10-30,2019-09-30,0.070420,0.115679,0.597851,2455596989.300000,1.044706,,2562898545.00,1910521364.00
sh.600197,2019-10-26,2019-09-30,0.116556,0.201331,0.502359,304133819.970000,0.999086,,441002309.00,441002309.00
sh.600198,2019-10-26,2019-09-30,,-0.610022,0.336703,-587132311.780000,-0.257139,,882108472.00,880454735.00
sh.600199,2019-10-31,2019-09-30,-0.027172,-0.102348,0.382070,-70953831.580000,0.043566,,657796824.00,555775002.00
sh.600200,2019-10-26,2019-09-30,0.023119,0.036230,0.318185,54990652.360000,-0.484831,,712388832.00,710764866.00
sh.600201,2019-10-19,2019-09-30,0.050583,0.302325,0.628299,256325711.830000,0.285795,,1126240241.00,1126240241.00
sh.600202,2019-10-22,2019-09-30,0.063507,0.057275,0.230975,40433414.600000,0.131674,,383340672.00,383340672.00
sh.600203,2019-10-31,2019-09-30,0.016146,0.005212,0.065515,44374821.570000,0.121158,,456447120.00,446386493.00
sh.600206,2019-10-26,2019-09-30,0.025164,0.011045,0.038222,79697603.530000,0.101524,,847078332.00,838778332.00
sh.600207,2019-10-30,2019-09-30,0.017050,0.023406,0.074232,31705040.850000,-0.323708,,862955974.00,862955974.00
sh.600208,2019-10-30,2019-09-30,0.071249,0.220227,0.398315,2436155431.870000,0.371301,,8599343536.00,8598171921.00
sh.600209,2019-10-26,2019-09-30,-0.034682,-0.445810,0.068097,-28108208.300000,0.032397,,439011169.00,439011169.00
sh.600210,2019-10-31,2019-09-30,0.089074,0.060037,0.204435,423231507.010000,0.295219,,1516736158.00,1516736158.00
sh.600211,2019-10-26,2019-09-30,0.103120,0.260493,0.840130,242595785.060000,1.244368,,179619205.00,145589000.00
sh.600212,2019-10-30,2019-09-30,-0.487520,-1.212792,0.025341,-228786825.560000,-0.729741,,511697213.00,511697213.00
sh.600213,2019-10-31,2019-09-30,0.067265,0.006697,0.150503,13213905.230000,0.031570,,220000000.00,220000000.00
sh.600215,2019-10-28,2019-09-30,0.026365,0.415670,0.278094,67057837.540000,0.192122,,465032880.00,465032880.00
sh.600216,2019-10-23,2019-09-30,0.046576,0.064689,0.402699,344112798.270000,0.217753,,965258000.00,955926725.00
sh.600217,2019-10-30,2019-09-30,0.204181,0.133872,0.323013,325470074.000000,0.286430,,1388659782.00,1318910776.00
sh.600218,2019-10-30,2019-09-30,0.035179,0.022404,0.111640,66617538.530000,0.196292,,368755000.00,368755000.00
sh.600219,2019-10-29,2019-09-30,0.032717,0.083648,0.181055,1365725155.710000,0.109180,,11950481520.00,9787339527.00
sh.600220,2019-10-30,2019-09-30,0.038260,0.060882,0.220749,105308805.970000,0.071898,,1783340326.00,1783340326.00
sh.600221,2019-10-31,2019-09-30,0.011423,0.012561,0.110617,709467000.000000,-0.220667,,16806120330.00,16436002728.00
sh.600222,2019-10-26,2019-09-30,0.024426,0.036530,0.360725,32456588.540000,-0.153428,,573886283.00,570382633.00
sh.600223,2019-10-26,2019-09-30,0.073783,0.029871,0.194894,209348218.200000,0.221448,,1000968000.00,1000968000.00
sh.600225,2019-10-29,2019-09-30,-0.243929,-0.354540,0.345087,-269064769.060000,-0.419757,,935492615.00,932881354.00
sh.600226,2019-10-31,2019-09-30,0.049523,0.323038,0.403903,213951957.310000,0.046506,,3138640149.00,1992869006.00
sh.600227,2019-10-31,2019-09-30,-0.416005,-1.171961,0.218106,-1674518211.570000,-0.982897,,1693134201.00,1245400845.00
sh.600228,2019-10-19,2019-09-30,-0.062033,0.007502,0.163386,2472423.720000,-0.015970,,241320000.00,241320000.00
sh.600229,2019-10-30,2019-09-30,0.099633,0.160991,0.381662,260483317.930000,0.594496,,702096010.00,702096010.00
sh.600230,2019-10-29,2019-09-30,0.013908,0.020089,0.119979,32400059.100000,0.028335,,411863502.00,411863502.00
sh.600231,2019-10-31,2019-09-30,0.055594,0.026184,0.074899,421889388.040000,0.123528,,2771082743.00,2771082743.00
sh.600232,2019-10-31,2019-09-30,0.021006,0.040704,0.165532,33601129.980000,0.064234,,364718544.00,364718544.00
sh.600233,2019-10-30,2019-09-30,0.114209,0.064104,0.124759,1385691973.680000,0.712691,,2843151300.00,2833661511.00
sh.600234,2019-10-30,2019-09-30,0.152721,0.073901,0.358913,10323811.930000,-0.026396,,202445880.00,202445880.00
sh.600235,2019-10-30,2019-09-30,0.005130,0.006197,0.142912,6614512.030000,-0.006436,,351300000.00,351300000.00
sh.600236,2019-10-26,2019-09-30,0.137553,0.314965,0.527887,2258021010.720000,0.296809,,7882377802.00,7882377802.00
sh.600237,2019-10-29,2019-09-30,-0.016821,-0.038002,0.158200,-23075669.990000,-0.027504,,564369565.00,564369565.00
sh.600238,2019-10-30,2019-09-30,-0.177242,-0.227705,0.128504,-130465223.530000,0.163748,,448200000.00,445001580.00
sh.600239,2019-10-29,2019-09-30,-0.211124,-0.254812,0.343266,-1236387572.710000,-0.497608,,1605686909.00,1605686909.00
sh.600240,2019-10-31,2019-09-30,,-32.936074,0.470799,-5049261782.880000,-7.970332,,1424253600.00,1424253600.00
sh.600241,2019-10-30,2019-09-30,-0.002461,-0.050645,0.206923,-16395786.440000,-0.496330,,294302115.00,251567072.00
sh.600242,2019-10-31,2019-09-30,0.013369,0.017052,0.080206,40166865.820000,0.114819,,456665122.00,412286183.00
sh.600243,2019-10-30,2019-09-30,-0.056286,-0.175805,0.081568,-90896626.020000,-0.468730,,438850000.00,438850000.00
sh.600246,2019-10-30,2019-09-30,0.032972,0.372479,0.537115,264819590.690000,0.110894,,2054009302.00,2054009302.00
sh.600247,2019-10-31,2019-09-30,,-3.241123,0.768304,-33800734.450000,-0.121906,,336441600.00,336441600.00
sh.600248,2019-10-30,2019-09-30,0.077382,0.040407,0.087882,217185499.420000,0.367504,,917952672.00,607605960.00
sh.600249,2019-10-30,2019-09-30,0.004332,-0.011915,0.173689,-10506629.870000,0.049769,,550000000.00,550000000.00
sh.600250,2019-10-31,2019-09-30,0.032839,0.031413,0.040999,20602260.600000,0.729215,,258692460.00,258692460.00
sh.600251,2019-10-25,2019-09-30,0.073919,0.060154,0.080429,142405829.510000,0.152642,,784842008.00,784842008.00
sh.600252,2019-10-26,2019-09-30,0.094828,0.209762,0.886208,577217588.810000,0.205107,,3475107147.00,3475107147.00
sh.600255,2019-10-26,2019-09-30,-0.026756,-0.012553,0.069476,-34859847.380000,-0.770432,,1769593555.00,1769593555.00
sh.600256,2019-10-23,2019-09-30,0.077689,0.112027,0.297442,1101769148.950000,0.232096,,6793974970.00,6737103270.00
sh.600257,2019-10-29,2019-09-30,0.004073,0.005986,0.207222,4751717.240000,0.001836,,481237188.00,427050000.00
sh.600258,2019-10-30,2019-09-30,0.084924,0.119883,0.937729,746953313.570000,0.784339,,987722962.00,624609344.00
sh.600259,2019-10-30,2019-09-30,0.040996,0.022336,0.052216,64006803.230000,-0.200754,,301802291.00,262122646.00
sh.600260,2019-10-29,2019-09-30,0.162199,0.082301,0.148633,952082481.000000,1.028908,,1000715029.00,946498858.00
sh.600261,2019-10-29,2019-09-30,0.141647,0.132695,0.313723,535515215.770000,0.425653,,1452102930.00,1452102930.00
sh.600262,2019-10-26,2019-09-30,0.039252,0.045923,0.276773,45444685.630000,0.511292,,170000000.00,170000000.00
sh.600265,2019-10-29,2019-09-30,-0.199461,-0.045745,0.044228,-6538404.720000,0.159556,,129800000.00,129800000.00
sh.600266,2019-10-29,2019-09-30,0.074539,0.183967,0.222507,1961662903.400000,1.253253,,1880448000.00,1880448000.00
